,path_index,network_layers,network_nodes,batch_size,coupling_layers,lr,batchnorm,bins,tail_bound,limit,n_dim,dropout,lr_schedule,n_sched,canonical,max_steps,lambda,n_mse_turnoff,n_mse_delay,name,disc,calc_massloss,context_features,variable,spline,parton,oversampling,val_logprob,val_fpnd,val_mmd,val_cov,val_w1m,val_w1efp,val_w1p,step,time
40,/beegfs/desy/user/kaechben/t/2022_06_29-16_14-12/train_1/lightning_logs/version_1,5.0,113.0,10000.0,16.0,0.0004083543938546,True,5.0,3.0,150000.0,90.0,0.1713138369955015,False,1000.0,False,10000.0,59.21244778829019,5000.0,5.0,t,False,True,2.0,1.0,True,t,False,0.4406076219346788,4.207528935196677,0.0725252940810185,0.5980000000000001,0.0008017314648069,6.43249570428341e-05,0.0019302306340668,9900.0,14859.562084436417
19,/beegfs/desy/user/kaechben/t/2022_06_28-16_49-42/train_4/lightning_logs/version_1,4.0,179.0,10000.0,18.0,0.0002041005666678,True,5.0,6.0,150000.0,90.0,0.0047163257652981,False,1000.0,False,6000.0,118.32834255572833,3000.0,5.0,t,False,True,2.0,1.0,True,t,False,0.5768564860026042,5.061591331390048,0.072005460018246,0.5700000000000001,0.0009314179418236,6.996282977645067e-05,0.0020735381903762,5940.0,8393.247031211853
17,/beegfs/desy/user/kaechben/t/2022_06_28-22_05-47/train_2/lightning_logs/version_0,3.0,200.0,10000.0,19.0,0.0006650891957699,True,6.0,5.0,150000.0,90.0,0.1979170366200557,False,1000.0,False,6000.0,124.88726611316376,3000.0,5.0,t,False,True,2.0,1.0,True,t,False,0.428052012125651,3.381319169722758,0.0713368427849799,0.576,0.0010518199235945,3.844886397297117e-05,0.0016358226573779,5940.0,10194.44144296646
45,/beegfs/desy/user/kaechben/t/2022_06_29-16_14-12/train_3/lightning_logs/version_0,4.0,288.0,10000.0,13.0,0.0002765868012098,True,6.0,4.0,150000.0,90.0,0.0543088024967852,False,1000.0,False,10000.0,176.26229270842242,5000.0,5.0,t,False,True,2.0,1.0,True,t,False,0.5209825303819444,2.9314887324582912,0.0715371509374771,0.587,0.0012011066466569,4.1563748496656726e-05,0.0017803648792894,9900.0,10325.118911027908
39,/beegfs/desy/user/kaechben/t/2022_06_29-16_14-12/train_1/lightning_logs/version_0,5.0,185.0,10000.0,15.0,0.0002179972578428,True,6.0,4.0,150000.0,90.0,0.41929015955744,False,1000.0,False,10000.0,0.1463907288101186,10000.0,5.0,t,False,True,2.0,1.0,True,t,False,0.4277929094102647,4.184729901247096,0.0710228126724396,0.58,0.0012142214939184,5.29119718963569e-05,0.0012820445416153,9900.0,21113.329926252365
