,path_index,network_layers,network_nodes,batch_size,coupling_layers,lr,batchnorm,bins,tail_bound,limit,n_dim,dropout,lr_schedule,n_sched,canonical,max_steps,lambda,n_mse_turnoff,n_mse_delay,name,disc,calc_massloss,context_features,variable,spline,parton,oversampling,val_logprob,val_fpnd,val_mmd,val_cov,val_w1m,val_w1efp,val_w1p,step,time
109,/beegfs/desy/user/kaechben/g/2022_07_01-12_10-11/train_3/lightning_logs/version_0,4.0,156.0,10000.0,18.0,0.0002426209118989,True,4.0,7.0,150000.0,90.0,0.304095771446474,False,1000.0,False,15000.0,0.045762172929807,5000.0,5.0,g,False,False,1.0,1.0,True,g,False,0.3735404968261718,0.7972090750941447,0.0353079999723295,0.5519999999999999,0.0006242830299958,8.840202425220097e-06,0.0005220021499256,14960.0,22011.343071222305
106,/beegfs/desy/user/kaechben/g/2022_07_01-12_10-11/train_2/lightning_logs/version_0,5.0,280.0,10000.0,16.0,0.0003929619106643,True,6.0,6.0,150000.0,90.0,0.3178537144007882,False,1000.0,False,15000.0,36.33308906007012,10000.0,5.0,g,False,False,1.0,1.0,True,g,False,0.456367195977105,0.4089358428934702,0.0360958619531617,0.5489999999999999,0.000741387810111,9.051614888597531e-06,0.0008654286786621,14960.0,25149.287913560867
113,/beegfs/desy/user/kaechben/g/2022_07_01-12_10-11/train_4/lightning_logs/version_1,5.0,278.0,10000.0,13.0,0.0001703279438462,True,4.0,6.0,150000.0,90.0,0.4095150646621675,False,1000.0,False,15000.0,59.61633913335121,10000.0,5.0,g,False,False,1.0,1.0,True,g,False,0.3810349358452691,1.3562623454220102,0.0339518288211177,0.549,0.0008402118696644,1.3112350219795034e-05,0.0006057074788256,3850.0,5995.737505674362
102,/beegfs/desy/user/kaechben/g/2022_07_01-12_10-11/train_1/lightning_logs/version_0,4.0,85.0,10000.0,19.0,0.0007801253539422,True,6.0,7.0,150000.0,90.0,0.1112761862311891,False,1000.0,False,15000.0,0.1954906111134389,5000.0,5.0,g,False,False,1.0,1.0,True,g,False,0.4122512817382812,0.5578858613637294,0.0342389080582395,0.5489999999999999,0.0008581002420932,9.556419686618398e-06,0.0006018154988818,14960.0,21654.621576070786
114,/beegfs/desy/user/kaechben/g/2022_07_01-12_10-11/train_4/lightning_logs/version_2,3.0,231.0,10000.0,18.0,0.0009576445997669,True,5.0,3.0,150000.0,90.0,0.0354983882797944,False,1000.0,False,15000.0,0.099604789954497,10000.0,5.0,g,False,False,1.0,1.0,True,g,False,0.5999101426866319,4.557835339891199,0.0371550866759147,0.548,0.002637014291957,3.9939971755584446e-05,0.003804264406655,4180.0,5681.207011222839
